Milestone ID;Shipment ID;Milestone Sequence;Milestone Type;Planned Datetime;Actual Datetime;Milestone Status;Updated By;Update Notes;Update Timestamp
MS003465;SHP0347;5;Gate In;22/03/24;22/03/24 00.00;pending;Sarah Amelia;ETA achieved successfully;25/03/24 00.00
MS003466;SHP0347;6;Documentation Complete;26/03/24;26/03/24 12.00;Delayed;Michael Gunawan;Operational note variation 79;27/03/24 12.00
MS003467;SHP0347;7;Vessel Departure;29/03/24;29/03/24 04.00;Delayed;Fajar Nugroho;ETD achieved successfully;
MS003468;SHP0347;8;Port Arrival;02/04/24;02/04/24 12.00;Delayed;Budi Santoso;Cargo ready for pickup;05/04/24 12.00
MS003469;SHP0347;9;Customs Clearance;04/04/24;04/04/24 02.00;Completed;Maya Putri;Operational note variation 80;04/04/24 02.00
MS003470;SHP0347;10;Delivered;08/04/24;08/04/24 04.00;Delayed;Indah Permata;Port arrival confirmed;09/04/24 04.00
MS003471;SHP0348;1;Cargo Ready;24/06/24;24/06/24 04.00;Delayed;Fajar Nugroho;Depot release completed;27/06/24 04.00
MS003472;SHP0348;2;Booking Confirmed;26/06/24;26/06/24 08.00;Delayed;Dimas Saputra;Customer acknowledged receipt;28/06/24 08.00
MS003473;SHP0348;3;Empty Container Pickup;28/06/24;28/06/24 02.00;Completed;Dimas Saputra;Vessel left origin port;28/06/24 02.00
MS003474;SHP0348;4;Cargo Loading;30/06/24;30/06/24 12.00;Completed;Maya Putri;Cargo cleared for release;30/06/24 12.00
MS003475;SHP0348;5;Gate In;04/07/24;04/07/24 12.00;Delayed;Kevin Halim;Vessel left origin port;07/07/24 12.00
MS003476;SHP0348;6;Documentation Complete;08/07/24;08/07/24 00.00;Completed;Indah Permata;Proof of delivery received;22/07/24 00.00
MS003477;SHP0348;7;Vessel Departure;11/07/24;11/07/24 12.00;pending;Budi Santoso;Loading preparation finalized;14/07/24 12.00
MS003478;SHP0348;8;Port Arrival;12/07/24;14/07/24 00.00;Delayed;Kevin Halim;ETA achieved successfully;14/07/24 00.00
MS003479;SHP0348;9;Customs Clearance;13/07/24;14/07/24 08.00;Delayed;Kevin Halim;Shipment delivered successfully;14/07/24 08.00
MS003480;SHP0348;10;Delivered;17/07/24;17/07/24 02.00;COMPLETED;Dimas Saputra;Release documentation approved;19/07/24 02.00
MS003481;SHP0349;1;Cargo Ready;02/01/24;02/01/24 02.00;Completed;Daniel Hartono;Shipment tracking updated;09/01/24 02.00
MS003482;SHP0349;2;Booking Confirmed;05/01/24;07/01/24 00.00;Delayed;Daniel Hartono;Proof of delivery received;10/01/24 00.00
MS003483;SHP0349;3;Empty Container Pickup;08/01/24;08/01/24 08.00;Completed;Cindy Wijaya;Shipment released by customs;
MS003484;SHP0349;4;Cargo Loading;10/01/24;10/01/24 02.00;Completed;Andi Pratama;Customer confirmed cargo readiness;12/01/24 02.00
MS003485;SHP0349;5;Gate In;14/01/24;14/01/24 12.00;Completed;Dimas Saputra;Customs declaration completed;14/01/24 12.00
MS003486;SHP0349;6;Documentation Complete;15/01/24;15/01/24 12.00;Delayed;Andi Pratama;Shipment arrived as planned;18/01/24 12.00
MS003487;SHP0349;7;Vessel Departure;17/01/24;17/01/24 12.00;Delayed;Budi Santoso;Operational update recorded;18/01/24 12.00
MS003488;SHP0349;8;Port Arrival;21/01/24;21/01/24 12.00;Delayed;Maya Putri;Container stuffing completed;28/01/24 12.00
MS003489;SHP0349;9;Customs Clearance;22/01/24;22/01/24 04.00;Completed;Indah Permata;Consignee notified of arrival;25/01/24 04.00
MS003490;SHP0349;10;Delivered;26/01/24;26/01/24 04.00;Completed;Fajar Nugroho;Loading preparation finalized;26/01/24 04.00
MS003491;SHP0350;1;Cargo Ready;08/03/24;08/03/24 08.00;Delayed;Budi Santoso;Sailing schedule confirmed;10/03/24 08.00
MS003492;SHP0350;2;Booking Confirmed;09/03/24;09/03/24 04.00;Delayed;Dimas Saputra;Customs review finalized;12/03/24 04.00
MS003493;SHP0350;3;Empty Container Pickup;12/03/24;12/03/24 00.00;Completed;Fajar Nugroho;Customs declaration completed ;15/03/24 00.00
MS003494;SHP0350;4;Cargo Loading;16/03/24;16/03/24 08.00;Completed;Maya Putri;Berthing completed;17/03/24 08.00
MS003495;SHP0350;5;Gate In;17/03/24;18/03/24 00.00;Completed;Cindy Wijaya;VGM submitted successfully;19/03/24 00.00
MS003496;SHP0350;6;Documentation Complete;20/03/24;04/04/24 00.00;Delayed;Dimas Saputra;Shipping documents verified;20/03/24 12.00
MS003497;SHP0350;7;Vessel Departure;23/03/24;23/03/24 00.00;Completed;Fajar Nugroho;Terminal received container;25/03/24 00.00
MS003498;SHP0350;8;Port Arrival;26/03/24;26/03/24 12.00;Delayed;Cindy Wijaya;Customer acknowledged receipt;28/03/24 12.00
MS003499;SHP0350;9;Customs Clearance;29/03/24;29/03/24 12.00;Delayed;Budi Santoso;Proof of delivery received;29/03/24 12.00
MS003500;SHP0350;10;Delivered;01/04/24;01/04/24 12.00;Delayed;Kevin Halim;Pickup completed successfully;01/04/24 12.00
MS003501;SHP0351;1;Cargo Ready;14/01/24;14/01/24 04.00;Completed;Kevin Halim;ETD achieved successfully;16/01/24 04.00
MS003502;SHP0351;2;Booking Confirmed;18/01/24;20/01/24 00.00;Delayed;Michael Gunawan;Container received for loading;21/01/24 00.00
MS003503;SHP0351;3;Empty Container Pickup;21/01/24;21/01/24 00.00;Completed;Dimas Saputra;Carrier allocated vessel space;23/01/24 00.00
MS003504;SHP0351;4;Cargo Loading;22/01/24;22/01/24 12.00;Completed;Rizky Kurniawan;Berthing completed;23/01/24 12.00
MS003505;SHP0351;5;Gate In;23/01/24;23/01/24 12.00;Delayed;Indah Permata;Cargo available for dispatch;23/01/24 12.00
MS003506;SHP0351;6;Documentation Complete;26/01/24;26/01/24 12.00;Completed;Andi Pratama;Shipping documents verified;27/01/24 12.00
MS003507;SHP0351;7;Vessel Departure;28/01/24;28/01/24 12.00;Completed;Budi Santoso;Shipment closed successfully;31/01/24 12.00
MS003508;SHP0351;8;Port Arrival;30/01/24;30/01/24 12.00;Completed;;ETA achieved successfully;01/02/24 12.00
MS003509;SHP0351;9;Customs Clearance;01/02/24;01/02/24 12.00;Delayed;Maya Putri;Booking confirmed by carrier;01/02/24 12.00
MS003510;SHP0351;10;Delivered;03/02/24;03/02/24 08.00;Delayed;Andi Pratama;Customs clearance completed;05/02/24 08.00
MS003511;SHP0352;1;Cargo Ready;17/02/24;17/02/24 00.00;Completed;;Documentation approved;25/02/24 00.00
MS003512;SHP0352;2;Booking Confirmed;21/02/24;21/02/24 00.00;Completed;Budi Santoso;Shipment status updated to in transit;21/02/24 00.00
MS003513;SHP0352;3;Empty Container Pickup;25/02/24;27/02/24 00.00;Delayed;Andi Pratama;Operational note variation 79;27/02/24 00.00
MS003514;SHP0352;4;Cargo Loading;27/02/24;27/02/24 12.00;delayed;Budi Santoso;Shipment closed successfully;29/02/24 12.00
MS003515;SHP0352;5;Gate In;29/02/24;29/02/24 12.00;Completed;Dimas Saputra;Delivery completed;03/03/24 12.00
MS003516;SHP0352;6;Documentation Complete;04/03/24;04/03/24 02.00;Delayed;Rizky Kurniawan; Container accepted by terminal;04/03/24 02.00
MS003517;SHP0352;7;Vessel Departure;06/03/24;07/03/24 00.00;Completed;Indah Permata; Container accepted by terminal;08/03/24 00.00
MS003518;SHP0352;8;Port Arrival;10/03/24;10/03/24 12.00;Completed;Andi Pratama;Customs declaration completed;11/03/24 12.00
MS003519;SHP0352;9;Customs Clearance;13/03/24;14/03/24 12.00;Delayed;Maya Putri;Operational update recorded;17/03/24 12.00
MS003520;SHP0352;10;Delivered;17/03/24;17/03/24 00.00;Completed;Indah Permata;Carrier confirmed revised ETA;
MS003521;SHP0353;1;Cargo Ready;12/07/24;12/07/24 00.00;completed;Fajar Nugroho;Shipment released by customs;13/07/24 00.00
MS003522;SHP0353;2;Booking Confirmed;14/07/24;14/07/24 04.00;Delayed;Rizky Kurniawan;Proof of delivery received;28/07/24 04.00
MS003523;SHP0353;3;Empty Container Pickup;18/07/24;18/07/24 12.00;Completed;Fajar Nugroho;Delivery completed;19/07/24 12.00
MS003524;SHP0353;4;Cargo Loading;19/07/24;19/07/24 02.00;Delayed;Rizky Kurniawan;Container accepted by terminal;28/07/24 02.00
MS003525;SHP0353;5;Gate In;22/07/24;22/07/24 12.00;Completed;Sarah Amelia;ETD achieved successfully;03/08/24 12.00
MS003526;SHP0353;6;Documentation Complete;25/07/24;25/07/24 00.00;Completed;Cindy Wijaya;Port arrival confirmed;25/07/24 00.00
MS003527;SHP0353;7;Vessel Departure;26/07/24;26/07/24 00.00;Completed;Andi Pratama;;28/07/24 00.00
MS003528;SHP0353;8;Port Arrival;29/07/24;29/07/24 02.00;Delayed;Budi Santoso;Booking reference received;30/07/24 02.00
MS003529;SHP0353;9;Customs Clearance;01/08/24;01/08/24 08.00;Completed;Dimas Saputra;Documentation approved;04/08/24 08.00
MS003530;SHP0353;10;Delivered;05/08/24;05/08/24 04.00;Delayed;Michael Gunawan;Operational note variation 79;06/08/24 04.00
MS003531;SHP0354;1;Cargo Ready;22/02/24;22/02/24 04.00;Completed;Andi Pratama;Customer confirmed cargo readiness;24/02/24 04.00
MS003532;SHP0354;2;Booking Confirmed;24/02/24;24/02/24 12.00;Completed;Jessica Putri;Booking confirmed by carrier;24/02/24 12.00
MS003533;SHP0354;3;Empty Container Pickup;26/02/24;26/02/24 08.00;Delayed;Michael Gunawan;Container allocation confirmed;29/02/24 08.00
MS003534;SHP0354;4;Cargo Loading;01/03/24;01/03/24 12.00;completed;Dimas Saputra;Pickup completed successfully;01/03/24 12.00
MS003535;SHP0354;5;Gate In;05/03/24;05/03/24 12.00;Completed;Budi Santoso;Container accepted by terminal;08/03/24 12.00
MS003536;SHP0354;6;Documentation Complete;07/03/24;07/03/24 12.00;Completed;Jessica Putri;Container allocation confirmed;07/03/24 12.00
MS003537;SHP0354;7;Vessel Departure;09/03/24;09/03/24 02.00;Completed;Sarah Amelia;Delivery completed;10/03/24 02.00
MS003538;SHP0354;8;Port Arrival;13/03/24;13/03/24 12.00;Completed;Dimas Saputra;;21/03/24 12.00
MS003539;SHP0354;9;Customs Clearance;17/03/24;17/03/24 12.00;Delayed;Indah Permata;ETD achieved successfully;25/03/24 12.00
MS003540;SHP0354;10;Delivered;21/03/24;21/03/24 00.00;Completed;Maya Putri;Vessel allocation confirmed;22/03/24 00.00
MS003541;SHP0355;1;Cargo Ready;20/04/24;20/04/24 00.00;Completed;Kevin Halim;Container received for loading;22/04/24 00.00
MS003542;SHP0355;2;Booking Confirmed;23/04/24;23/04/24 02.00;Delayed;Rizky Kurniawan;AFR submitted successfully;25/04/24 02.00
MS003543;SHP0355;3;Empty Container Pickup;25/04/24;27/04/24 00.00;Delayed;Kevin Halim;Port entry confirmed;07/05/24 00.00
MS003544;SHP0355;4;Cargo Loading;28/04/24;28/04/24 12.00;Delayed;Cindy Wijaya;Inspection completed successfully;30/04/24 12.00
MS003545;SHP0355;5;Gate In;01/05/24;01/05/24 04.00;Completed;Kevin Halim;Vessel departed as scheduled;02/05/24 04.00
MS003546;SHP0355;6;Documentation Complete;02/05/24;02/05/24 12.00;Delayed;Indah Permata;Departure confirmation received;03/05/24 12.00
MS003547;SHP0355;7;Vessel Departure;05/05/24;05/05/24 12.00;Completed;Rizky Kurniawan;Commercial invoice verified;05/05/24 12.00
MS003548;SHP0355;8;Port Arrival;06/05/24;06/05/24 12.00;Completed;Fajar Nugroho;Operational update recorded;09/05/24 12.00
MS003549;SHP0355;9;Customs Clearance;08/05/24;08/05/24 12.00;Delayed;Budi Santoso;Cargo loading completed;11/05/24 12.00
MS003550;SHP0355;10;Delivered;12/05/24;12/05/24 00.00;DELAYED;Kevin Halim;Operational update recorded;13/05/24 00.00
MS003551;SHP0356;1;Cargo Ready;03/01/24;03/01/24 00.00;Completed;;Packing list confirmed;
MS003552;SHP0356;2;Booking Confirmed;04/01/24;04/01/24 12.00;Delayed;Rizky Kurniawan;Booking confirmed by carrier;17/01/24 12.00
MS003553;SHP0356;3;Empty Container Pickup;05/01/24;07/01/24 00.00;Delayed;Cindy Wijaya;Customs clearance completed;07/01/24 00.00
MS003554;SHP0356;4;Cargo Loading;07/01/24;07/01/24 02.00;Delayed;Fajar Nugroho;ETD achieved successfully;09/01/24 02.00
MS003555;SHP0356;5;Gate In;08/01/24;08/01/24 08.00;Completed;Nadia Prasetyo;Customer confirmed cargo readiness;11/01/24 08.00
MS003556;SHP0356;6;Documentation Complete;11/01/24;11/01/24 12.00;completed;Dimas Saputra;Customs declaration completed;13/01/24 12.00
MS003557;SHP0356;7;Vessel Departure;15/01/24;15/01/24 00.00;Completed;Cindy Wijaya;Delivery appointment confirmed;17/01/24 00.00
MS003558;SHP0356;8;Port Arrival;17/01/24;17/01/24 12.00;completed;Indah Permata;Container dispatched to customer site;18/01/24 12.00
MS003559;SHP0356;9;Customs Clearance;20/01/24;20/01/24 12.00;Completed;Maya Putri;Shipment arrived as planned;23/01/24 12.00
MS003560;SHP0356;10;Delivered;21/01/24;21/01/24 08.00;Completed;Dimas Saputra;Carrier booking validated;23/01/24 08.00
MS003561;SHP0357;1;Cargo Ready;25/01/24;25/01/24 12.00;Delayed;Dimas Saputra;Shipment closed successfully;27/01/24 12.00
MS003562;SHP0357;2;Booking Confirmed;27/01/24;27/01/24 00.00;Completed;Jessica Putri;ETD achieved successfully;29/01/24 00.00
MS003563;SHP0357;3;Empty Container Pickup;31/01/24;31/01/24 02.00;Completed;Dimas Saputra;Cargo handed over to consignee;03/02/24 02.00
MS003564;SHP0357;4;Cargo Loading;01/02/24;01/02/24 04.00;Completed;Kevin Halim;Sailing schedule confirmed;03/02/24 04.00
MS003565;SHP0357;5;Gate In;03/02/24;03/02/24 12.00;Delayed;Maya Putri;Operational update recorded;04/02/24 12.00
MS003566;SHP0357;6;Documentation Complete;07/02/24;07/02/24 12.00;Completed;Michael Gunawan;Arrival notice received;08/02/24 12.00
MS003567;SHP0357;7;Vessel Departure;11/02/24;11/02/24 00.00;Completed;Cindy Wijaya;Container ready for gate in;14/02/24 00.00
MS003568;SHP0357;8;Port Arrival;15/02/24;15/02/24 12.00;Delayed;Budi Santoso;Operational note variation 79;17/02/24 12.00
MS003569;SHP0357;9;Customs Clearance;18/02/24;18/02/24 12.00;Completed;Rafi Kurnia;Operational update recorded;19/02/24 12.00
MS003570;SHP0357;10;Delivered;21/02/24;21/02/24 00.00;Completed;Rizky Kurniawan;Inspection completed successfully;24/02/24 00.00
MS003571;SHP0358;1;Cargo Ready;11/03/24;11/03/24 12.00;Completed;Fajar Nugroho;Gate in completed before cut off;14/03/24 12.00
MS003572;SHP0358;2;Booking Confirmed;12/03/24;12/03/24 02.00;Delayed;Daniel Hartono;;14/03/24 02.00
MS003573;SHP0358;3;Empty Container Pickup;13/03/24;13/03/24 08.00;Completed;Budi Santoso;Release order issued;15/03/24 08.00
MS003574;SHP0358;4;Cargo Loading;17/03/24;17/03/24 12.00;Completed;Cindy Wijaya;Contianer received at terminal;30/03/24 12.00
MS003575;SHP0358;5;Gate In;20/03/24;22/03/24 00.00;Delayed;Fajar Nugroho;Sailing schedule confirmed;03/04/24 00.00
MS003576;SHP0358;6;Documentation Complete;22/03/24;22/03/24 12.00;Delayed;Cindy Wijaya;ETA achieved successfully;25/03/24 12.00
MS003577;SHP0358;7;Vessel Departure;25/03/24;25/03/24 12.00;Completed;Daniel Hartono;Shpt status updated;28/03/24 12.00
MS003578;SHP0358;8;Port Arrival;27/03/24;27/03/24 04.00;Completed;Cindy Wijaya;Awaiting container allocation;29/03/24 04.00
MS003579;SHP0358;9;Customs Clearance;29/03/24;29/03/24 12.00;Completed;Dimas Saputra;Operational note variation 79;31/03/24 12.00
MS003580;SHP0358;10;Delivered;31/03/24;02/04/24 00.00;Delayed;Fajar Nugroho;Documentaion approved;03/04/24 00.00
MS003581;SHP0359;1;Cargo Ready;18/04/24;18/04/24 02.00;Completed;Rafi Kurnia;Container allocation confirmed;19/04/24 02.00
MS003582;SHP0359;2;Booking Confirmed;19/04/24;19/04/24 02.00;Completed;Budi Santoso;Container accepted by terminal;
MS003583;SHP0359;3;Empty Container Pickup;23/04/24;23/04/24 08.00;Delayed;Michael Gunawan;Carrier accepted booking request;23/04/24 08.00
MS003584;SHP0359;4;Cargo Loading;24/04/24;24/04/24 00.00;Completed;Indah Permata;Commercial invoice verified;25/04/24 00.00
MS003585;SHP0359;5;Gate In;26/04/24;26/04/24 12.00;Delayed;Kevin Halim;Release documentation approved;29/04/24 12.00
MS003586;SHP0359;6;Documentation Complete;28/04/24;28/04/24 12.00;Completed;Cindy Wijaya;Loading operation finalized;30/04/24 12.00
MS003587;SHP0359;7;Vessel Departure;29/04/24;29/04/24 00.00;Completed;Daniel Hartono;Vessel allocation confirmed;11/05/24 00.00
MS003588;SHP0359;8;Port Arrival;02/05/24;02/05/24 02.00;Completed;Cindy Wijaya;Carrier confirmed vessel arrival;03/05/24 02.00
MS003589;SHP0359;9;Customs Clearance;03/05/24;03/05/24 12.00;Completed;Maya Putri;Berthing completed;03/05/24 12.00
MS003590;SHP0359;10;Delivered;06/05/24;06/05/24 04.00;Delayed;Budi Santoso;Shipment released by customs;09/05/24 04.00
MS003591;SHP0360;1;Cargo Ready;26/04/24;26/04/24 12.00;Delayed;Andi Pratama;Shipment delivered successfully;26/04/24 12.00
MS003592;SHP0360;2;Booking Confirmed;28/04/24;28/04/24 00.00;Completed;Budi Santoso;Port arrival confirmed;29/04/24 00.00
MS003593;SHP0360;3;Empty Container Pickup;30/04/24;30/04/24 00.00;Completed;Daniel Hartono;Container stuffing completed;01/05/24 00.00
MS003594;SHP0360;4;Cargo Loading;02/05/24;02/05/24 00.00;completed;Cindy Wijaya;Container gated in successfully;05/05/24 00.00
MS003595;SHP0360;5;Gate In;06/05/24;06/05/24 12.00;Delayed;Kevin Halim;Release order issued;07/05/24 12.00
MS003596;SHP0360;6;Documentation Complete;10/05/24;10/05/24 04.00;Completed;Budi Santoso;Carrier schedule update received;12/05/24 04.00
MS003597;SHP0360;7;Vessel Departure;12/05/24;12/05/24 00.00;Completed;Budi Santoso;Final milestone completed;12/05/24 00.00
MS003598;SHP0360;8;Port Arrival;15/05/24;15/05/24 08.00;Delayed;Dimas Saputra;;17/05/24 08.00
MS003599;SHP0360;9;Customs Clearance;16/05/24;16/05/24 00.00;Completed;Andi Pratama;Release documentation approved;18/05/24 00.00
MS003600;SHP0360;10;Delivered;20/05/24;20/05/24 04.00;Completed;Rizky Kurniawan;Customs declaration completed;23/05/24 04.00
MS003601;SHP0361;1;Cargo Ready;23/03/24;25/03/24 00.00;Delayed;Indah Permata;Awaiting container allocation;26/03/24 00.00
MS003602;SHP0361;2;Booking Confirmed;24/03/24;25/03/24 12.00;Delayed;Sarah Amelia;Loading operation finalized;25/03/24 12.00
MS003603;SHP0361;3;Empty Container Pickup;27/03/24;27/03/24 12.00;Delayed;Cindy Wijaya;Carrier confirmed vessel departure;28/03/24 12.00
MS003604;SHP0361;4;Cargo Loading;29/03/24;29/03/24 12.00;Completed;Andi Pratama;Carrier allocated vessel space;01/04/24 12.00
MS003605;SHP0361;5;Gate In;30/03/24;30/03/24 08.00;Delayed;Cindy Wijaya;Cargo ready for pickup;30/03/24 08.00
MS003606;SHP0361;6;Documentation Complete;03/04/24;03/04/24 08.00;Completed;Sarah Amelia;Shipment tracking updated;05/04/24 08.00
MS003607;SHP0361;7;Vessel Departure;06/04/24;06/04/24 02.00;Completed;;Carrier allocated vessel space;08/04/24 02.00
MS003608;SHP0361;8;Port Arrival;07/04/24;09/04/24 00.00;Delayed;Indah Permata;Vessel departed as scheduled;09/04/24 00.00
MS003609;SHP0361;9;Customs Clearance;11/04/24;11/04/24 04.00;Completed;Rizky Kurniawan;Final delivery confirmed;13/04/24 04.00
MS003610;SHP0361;10;Delivered;14/04/24;14/04/24 00.00;Completed;Dimas Saputra;Cargo handed over to consignee;14/04/24 00.00
MS003611;SHP0362;1;Cargo Ready;01/02/24;03/02/24 00.00;Delayed;Michael Gunawan;Carrier confirmed vessel arrival;03/02/24 00.00
MS003612;SHP0362;2;Booking Confirmed;05/02/24;05/02/24 12.00;Completed;Cindy Wijaya;Operational note variation 80;08/02/24 12.00
MS003613;SHP0362;3;Empty Container Pickup;08/02/24;08/02/24 08.00;Completed;Indah Permata;Customer acknowledged receipt;09/02/24 08.00
MS003614;SHP0362;4;Cargo Loading;09/02/24;11/02/24 00.00;Delayed;Dimas Saputra;Booking reference received;13/02/24 00.00
MS003615;SHP0362;5;Gate In;12/02/24;12/02/24 12.00;Completed;Cindy Wijaya;Container dispatched to customer site;12/02/24 12.00
MS003616;SHP0362;6;Documentation Complete;16/02/24;16/02/24 12.00;Delayed;Kevin Halim;Packing list confirmed;17/02/24 12.00
MS003617;SHP0362;7;Vessel Departure;18/02/24;18/02/24 00.00;Completed;Budi Santoso;Terminal received container;20/02/24 00.00
MS003618;SHP0362;8;Port Arrival;21/02/24;22/02/24 12.00;Delayed;Indah Permata;Sailing schedule confirmed;25/02/24 12.00
MS003619;SHP0362;9;Customs Clearance;23/02/24;23/02/24 00.00;Completed;Dimas Saputra;ETD achieved successfully;23/02/24 00.00
MS003620;SHP0362;10;Delivered;27/02/24;27/02/24 12.00;Delayed;Indah Permata;Operational note variation 80;29/02/24 12.00
MS003621;SHP0363;1;Cargo Ready;31/01/24;31/01/24 12.00;Delayed;Kevin Halim;Vessel departed as scheduled;01/02/24 12.00
MS003622;SHP0363;2;Booking Confirmed;02/02/24;02/02/24 00.00;Completed;Rizky Kurniawan;Booking confirmed by carrier;02/02/24 00.00
MS003623;SHP0363;3;Empty Container Pickup;06/02/24;06/02/24 12.00;Delayed;;Customs declaration completed;09/02/24 12.00
MS003624;SHP0363;4;Cargo Loading;10/02/24;10/02/24 00.00;Completed;Indah Permata;Customs declaration completed;12/02/24 00.00
MS003625;SHP0363;5;Gate In;12/02/24;12/02/24 12.00;Delayed;Cindy Wijaya;Clearance approval received;13/02/24 12.00
MS003626;SHP0363;6;Documentation Complete;15/02/24;15/02/24 12.00;Completed;Dimas Saputra;;16/02/24 12.00
MS003627;SHP0363;7;Vessel Departure;16/02/24;16/02/24 12.00;Delayed;Daniel Hartono;Shpt status updated;16/02/24 12.00
MS003628;SHP0363;8;Port Arrival;19/02/24;22/02/24 00.00;PENDING;Maya Putri;Carrier accepted booking request;22/02/24 00.00
MS003629;SHP0363;9;Customs Clearance;21/02/24;22/02/24 12.00;Delayed;Rizky Kurniawan;Operational note variation 79;25/02/24 12.00
MS003630;SHP0363;10;Delivered;24/02/24;24/02/24 12.00;Delayed;Budi Santoso;Packing list confirmed;08/03/24 12.00
MS003631;SHP0364;1;Cargo Ready;22/01/24;22/01/24 12.00;Completed;Budi Santoso;Arrival notice received;24/01/24 12.00
MS003632;SHP0364;2;Booking Confirmed;26/01/24;26/01/24 12.00;Completed;Budi Santoso;Container received for loading;28/01/24 12.00
MS003633;SHP0364;3;Empty Container Pickup;28/01/24;28/01/24 12.00;Delayed;Budi Santoso;Customs review finalized;30/01/24 12.00
MS003634;SHP0364;4;Cargo Loading;31/01/24;31/01/24 02.00;Delayed;Nadia Prasetyo;Vessel allocation confirmed;03/02/24 02.00
MS003635;SHP0364;5;Gate In;01/02/24;01/02/24 04.00;Completed;Fajar Nugroho;Contianer received at terminal;02/02/24 04.00
MS003636;SHP0364;6;Documentation Complete;03/02/24;05/02/24 00.00;Delayed;Dimas Saputra;Final delivery confirmed;
MS003637;SHP0364;7;Vessel Departure;04/02/24;05/02/24 12.00;Delayed;Cindy Wijaya;Cargo cleared for release;07/02/24 12.00
MS003638;SHP0364;8;Port Arrival;06/02/24;08/02/24 00.00;Delayed;Budi Santoso;AFR submitted successfully;08/02/24 00.00
MS003639;SHP0364;9;Customs Clearance;10/02/24;12/02/24 00.00;Delayed;Cindy Wijaya;Customs declaration completed ;12/02/24 00.00
MS003640;SHP0364;10;Delivered;12/02/24;12/02/24 04.00;Completed;Fajar Nugroho;Departure confirmation received;12/02/24 04.00
MS003641;SHP0365;1;Cargo Ready;20/01/24;20/01/24 12.00;Delayed;Kevin Halim;Inspection completed successfully;20/01/24 12.00
MS003642;SHP0365;2;Booking Confirmed;22/01/24;22/01/24 12.00;Completed;Jessica Putri;Final milestone completed;25/01/24 12.00
MS003643;SHP0365;3;Empty Container Pickup;23/01/24;23/01/24 02.00;Delayed;Dimas Saputra;Shipment status updated to in transit;06/02/24 02.00
MS003644;SHP0365;4;Cargo Loading;25/01/24;25/01/24 00.00;Completed;Cindy Wijaya;Container available for pickup;01/02/24 00.00
MS003645;SHP0365;5;Gate In;27/01/24;27/01/24 12.00;Completed;Indah Permata;Container ready for gate in;10/02/24 12.00
MS003646;SHP0365;6;Documentation Complete;28/01/24;28/01/24 12.00;Completed;Dimas Saputra;Cargo ready for pickup;30/01/24 12.00
MS003647;SHP0365;7;Vessel Departure;01/02/24;01/02/24 04.00;Completed;Jessica Putri;Cargo loaded successfully;02/02/24 04.00
MS003648;SHP0365;8;Port Arrival;05/02/24;05/02/24 08.00;Completed;Maya Putri;Cargo ready for pickup;08/02/24 08.00
MS003649;SHP0365;9;Customs Clearance;08/02/24;08/02/24 12.00;Completed;Dimas Saputra;Packing list confirmed;09/02/24 12.00
MS003650;SHP0365;10;Delivered;09/02/24;09/02/24 12.00;pending;Cindy Wijaya;Depot release completed;09/02/24 12.00
MS003651;SHP0366;1;Cargo Ready;15/02/24;15/02/24 12.00;delayed;Budi Santoso;Berthing completed;25/02/24 12.00
MS003652;SHP0366;2;Booking Confirmed;19/02/24;19/02/24 12.00;Completed;Fajar Nugroho;Terminal received container;20/02/24 12.00
MS003653;SHP0366;3;Empty Container Pickup;23/02/24;25/02/24 00.00;Delayed;Dimas Saputra;Container dispatched to customer site;28/02/24 00.00
MS003654;SHP0366;4;Cargo Loading;24/02/24;25/02/24 00.00;Delayed;Cindy Wijaya;Carrier allocated vessel space;26/02/24 00.00
MS003655;SHP0366;5;Gate In;25/02/24;27/02/24 00.00;Delayed;Dimas Saputra;Documentation approved;10/03/24 00.00
MS003656;SHP0366;6;Documentation Complete;28/02/24;28/02/24 02.00;Completed;Maya Putri;Shipment delivered successfully;02/03/24 02.00
MS003657;SHP0366;7;Vessel Departure;29/02/24;29/02/24 12.00;Delayed;Cindy Wijaya;Carrier schedule update received;29/02/24 12.00
MS003658;SHP0366;8;Port Arrival;02/03/24;02/03/24 04.00;Completed;Maya Putri;Documentation approved;03/03/24 04.00
MS003659;SHP0366;9;Customs Clearance;04/03/24;04/03/24 12.00;Completed;Dimas Saputra;Arrival notice received;06/03/24 12.00
MS003660;SHP0366;10;Delivered;08/03/24;08/03/24 12.00;Delayed;;Release documentation approved;10/03/24 12.00
MS003661;SHP0367;1;Cargo Ready;19/02/24;19/02/24 12.00;Delayed;Dimas Saputra;Shipment status updated to in transit;19/02/24 12.00
MS003662;SHP0367;2;Booking Confirmed;21/02/24;21/02/24 12.00;Delayed;Andi Pratama;Container sealed after loading;22/02/24 12.00
MS003663;SHP0367;3;Empty Container Pickup;23/02/24;23/02/24 02.00;Delayed;Budi Santoso;Customs declaration completed;26/02/24 02.00
MS003664;SHP0367;4;Cargo Loading;25/02/24;25/02/24 12.00;pending;Cindy Wijaya;Shipping documents verified;28/02/24 12.00
MS003665;SHP0367;5;Gate In;28/02/24;28/02/24 00.00;Completed;Andi Pratama;Carrier booking validated;29/02/24 00.00
MS003666;SHP0367;6;Documentation Complete;29/02/24;29/02/24 12.00;Completed;Fajar Nugroho;Customs declaration completed;01/03/24 12.00
