Shipment ID;Booking Number;BL Number;Customer Name;Incoterm;Cargo Type;Commodity;Cargo Volume CBM;Container Type;Container Qty;Origin Port;Destination Port;Vessel Name;Shipping Line;ETD;ETA;Actual Departure;Actual Arrival;Cut Off Time;Closing Time;Total Charge USD;Shipment Status;Priority Level;PIC Name;Created Date;Last Update Timestamp
SHP0252;BKG000252;BL000252;PT Aurora Trading;EXW;FCL;Chemicals;30.21.00;40HC;6;Busan;Semarang;MV Coral Voyager;Pacific Horizon Shipping;08/09/24;16/09/24 00.00;12/09/24 00.00;16/09/24 00.00;06/09/24;07/09/24;5134.40.00;Delivered;Low;Indah Permata;29/08/24;21/09/24
SHP0253;BKG000253;BL000253;PT Horizon Industries;DAP;LCL;Food Products;69.79;40GP;8;Busan;Surabaya;MV Pacific Trader;Pacific Horizon Shipping;05/04/25;20/04/25 00.00;14/04/25 00.00;23/04/25 06.00;03/04/25;04/04/25;7904.60;Delivered;Medium;Budi Santoso;26/03/25;07/04/25
SHP0254;BKG000254;BL000254;PT Infinity Manufacturing;FOB;LCL;Consumer Electronics;77.01.00;40HC;6;SHENZHEN;Jakarta;MV Emerald Passage;Global Route Shipping;01/12/25;16/12/25 00.00;03/12/25 00.00;16/12/25 15.00;29/11/25;30/11/25;7253.40.00;Delivered;Low;Andi Pratama;21/11/25;06/12/25
SHP0255;BKG000255;BL000255;PT Quantum Retail;EXW;FCL;Chemicals;324.00.00;40GP;19;Port Klang;Jakarta;MV Meridian Star;OceanLink Shipping;10/09/25;15/09/25 00.00;10/09/25 17.00;18/09/25 14.00;08/09/25;09/09/25;33520.00;Delivered;Medium;Cindy Wijaya;31/08/25;23/09/25
SHP0256;BKG000256;;PT Falcon Dynamics;EXW;FCL;Cntr Parts;67.91;40GP;2;Hong Kong;Surabaya;MV Coral Voyager;OceanLink Shipping;21/04/25;27/04/25 00.00;;;19/04/25;20/04/25;5460.40.00;At Origin;Low;Budi Santoso;11/04/25;02/05/25
SHP0257;BKG000257;BL000257;PT Zenith Industrial;EXW;FCL;Consumer Electronics;77.95;40HC;6;Singapore;Surabaya;MV Horizon Carrier;Pacific Horizon Shipping;06/11/25;10/11/25 00.00;06/11/25 09.00;;04/11/25;05/11/25;8614.00.00;Customs Clearance;Low;Budi Santoso;27/10/25;15/11/25
SHP0258;BKG000258;BL000258;PT Ocean Retail Group;FOB;FCL;Consumer Electronics;82.04.00;40GP;4;Busan;Jakarta;MV Sapphire Route;Pacific Horizon Shipping;17/10/24;02/11/24 00.00;16/10/24 21.00;;15/10/24;16/10/24;6210.60;Customs Clearance;Low;Rizky Kurniawan;07/10/24;28/10/24
SHP0259;BKG000259;BL000259;PT Terra Logistics Partners;FOB;LCL;Chemicals;366.00.00;20GP;23;Hong Kong;Jakarta;MV Ocean Star;BlueWave Lines;10/12/24;23/12/24 00.00;11/12/24 00.00;;08/12/24;09/12/24;29063.00;In Transit;Medium;Yoga Mahendra;30/11/24;18/12/24
SHP0260;BKG000260;BL000260;PT Vertex Manufacturing;CIF;LCL;Consumer Electronics;56.13.00;40GP;1;Shanghai;Jakarta;MV Emerald Passage;Pacific Horizon Shipping;27/01/24;05/02/24 00.00;;;25/01/24;26/01/24;5026.20.00;At Origin;Low;;17/01/24;15/02/24
SHP0261;BKG000261;BL000261;PT Pacific Consumer Goods;FOB;FCL;Food Products;41.26.00;20GP;4;Shanghai;Jakarta;MV Horizon Carrier;BlueWave Lines;26/12/24;06/01/25 00.00;26/12/24 20.00;05/01/25 05.00;24/12/24;25/12/24;4964.40.00;Delivered;Low;Fajar Nugroho;16/12/24;14/01/25
SHP0262;BKG000262;BL000262;PT Zenith Industrial;DAP;LCL;Consumer Electronics;21.56;40HC;1;Shanghai;Surabaya;MV Silver Current;OceanLink Shipping;07/07/24;15/07/24 00.00;07/07/24 07.00;14/07/24 08.00;05/07/24;06/07/24;3101.40.00;Delivered;Low;Budi Santoso;27/06/24;18/07/24
SHP0263;BKG000263;BL000263;PT Horizon Industries;FOB;FCL;Textiles;86.19.00;40HC;3;Shanghai;Jakarta;MV Ocean Star;OceanLink Shipping;13/07/25;26/07/25 00.00;13/07/25 15.00;26/07/25 14.00;11/07/25;12/07/25;6943.60;Delivered;Medium;Budi Santoso;03/07/25;15/07/25
SHP0264;BKG000264;BL000264;PT Skyline Distribution;CIF;LCL;Chemicals;51.28.00;20GP;3;Busan;Jakarta;MV Coral Voyager;BlueWave Lines;30/12/25;17/01/26 00.00;01/01/26 00.00;17/01/26 03.00;28/12/25;29/12/25;5842.20.00;Customs Clearance;Low;Nadia Lestari;20/12/25;13/01/26
SHP0265;BKG000265;BL000265;PT Harbor Distribution;CIF;FCL;Textiles;206.00.00;40HC;15;Shanghai;Jakarta;MV Coral Voyager;BlueWave Lines;14/12/24;21/12/24 00.00;17/12/24 00.00;24/12/24 16.00;12/12/24;13/12/24;30493.00;Delivered;Low;Budi Santoso;04/12/24;03/01/25
SHP0266;BKG000266;BL000266;PT Velocity Electronics;EXW;FCL;Food Products;78.49.00;20GP;7;Shanghai;Surabaya;MV Pacific Trader;Maritime Connect Lines;23/02/24;09/03/24 00.00;23/02/24 05.00;08/03/24 13.00;21/02/24;22/02/24;7669.60;Customs Clearance;Low;Cindy Wijaya;13/02/24;02/03/24
SHP0267;BKG000267;BL000267;PT Nova Electronics;DAP;LCL;Chemicals;57.88;40GP;2;Shanghai;Jakarta;MV Pacific Trader;OceanLink Shipping;22/03/25;09/04/25 00.00;22/03/25 22.00;;20/03/25;21/03/25;6301.20.00;In Transit;Medium;;12/03/25;06/04/25
SHP0268;BKG000268;BL000268;PT Polaris Trading;CIF;LCL;Textiles;46.79;40HC;3;Shanghai;Jakarta;MV Blue Horizon; BlueWave Lines;14/06/25;30/06/25 00.00;14/06/25 05.00;;12/06/25;13/06/25;4794.60;At Origin;Low;Budi Santoso;04/06/25;28/06/25
SHP0269;BKG000269;BL000269;PT Summit Foods;FOB;FCL;Food Products;33.19.00;40HC;7;Shenzhen;Jakarta;MV Ocean Star;Maritime Connect Lines;21/04/25;26/04/25 00.00;21/04/25 11.00;25/04/25 20.00;19/04/25;20/04/25;7034.60;Delivered;Low;Andi Pratama;11/04/25;03/05/25
SHP0270;BKG000270;BL000270;PT Sapphire Consumer;DAP;FCL;Textiles;50.57.00;40HC;3;Port Klang;Jakarta;MV Sapphire Route;Pacific Horizon Shipping;12/08/24;22/08/24 00.00;;;10/08/24;11/08/24;6230.80;At Origin;Low;Andi Pratama;02/08/24;21/08/24
SHP0271;BKG000271;BL000271;PT Vertex Manufacturing;EXW;FCL;Industrial Equipment;24.40.00;40HC;5;Singapore;Surabaya;MV Pacific Trader;OceanLink Shipping;28/11/24;06/12/24 00.00;29/11/24 00.00;09/12/24 14.00;26/11/24;27/11/24;5230.00.00;Delivered;Low;Cindy Wijaya;18/11/24;08/12/24
SHP0272;BKG000272;BL000272;PT Prime Components;CIF;FCL;Chemicals;221.00.00;20GP;16;Singapore;Jakarta;MV Horizon Carrier;pacific horizon shipping;16/07/24;22/07/24 00.00;16/07/24 02.00;24/07/24 01.00;14/07/24;15/07/24;34087.00;Delivered;High;Andi Pratama;06/07/24;03/08/24
SHP0273;BKG000273;BL000273;PT Pacific Consumer Goods;FOB;LCL;Food Products;39.16.00;40HC;3;Hong Kong;Jakarta;MV Blue Horizon;Pacific Horizon Shipping;16/07/24;24/07/24 00.00;16/07/24 00.00;25/07/24 21.00;14/07/24;15/07/24;4921.40.00;Delivered;Low;Fajar Nugroho;06/07/24;27/07/24
SHP0274;BKG000274;BL000274;PT Skyline Distribution;CIF;LCL;Chemicals;33.74;40GP;6;Shenzhen;Jakarta;MV Sapphire Route;OceanLink Shipping;04/07/24;12/07/24 00.00;03/07/24 22.00;12/07/24 22.00;02/07/24;03/07/24;5728.60;Delivered;Low;Kevin Halim;24/06/24;10/07/24
SHP0275;BKG000275;;PT Zenith Industrial;FOB;LCL;Textiles;71.60;40HC;1;Shenzhen;Jakarta;MV Blue Horizon;Maritime Connect Lines;01/04/25;10/04/25 00.00;;;30/03/25;31/03/25;7494.00.00;At Origin;High;Andi Pratama;22/03/25;19/04/25
SHP0276;BKG000276;BL000276;PT Horizon Industries;FOB;FCL;Industrial Equipment;38.44.00;40HC;4;Hong Kong;Jakarta;MV Ocean Explorer;Pacific Horizon Shipping;23/10/25;29/10/25 00.00;23/10/25 04.00;;21/10/25;22/10/25;6773.60;At Origin;Low;Cindy Wijaya;13/10/25;05/11/25
SHP0277;BKG000277;BL000277;PT Pacific Consumer Goods;FOB;LCL;Industrial Equipment;58.54.00;40HC;5;Hong Kong;Surabaya;MV Silver Current;Pacific Horizon Shipping;21/09/25;04/10/25 00.00;23/09/25 00.00;03/10/25 07.00;19/09/25;20/09/25;6837.60;Customs Clearance; Low;Fajar Nugroho;11/09/25;23/09/25
SHP0278;BKG000278;BL000278;PT Pacific Consumer Goods;EXW;FCL;Consumer Electronics;53.83;20GP;2;Shenzhen;Surabaya;MV Horizon Carrier;BlueWave Lines;23/08/25;29/08/25 00.00;22/08/25 19.00;;21/08/25;22/08/25;5864.20.00;At Origin;Low;Maya Putri;13/08/25;07/09/25
SHP0279;BKG000279;BL000279;PT Infinity Manufacturing;FOB;LCL;Industrial Equipment;70.82;20GP;7;Hong Kong;Semarang;MV Pacific Trader;OceanLink Shipping;07/08/24;15/08/24 00.00;07/08/24 01.00;16/08/24 16.00;05/08/24;06/08/24;6826.80;Customs Clearance;Low;Cindy Wijaya;28/07/24;23/08/24
SHP0280;BKG000280;BL000280;PT Vertex Manufacturing;FOB;FCL;Industrial Equipment;58.04.00;40GP;4;Port Klang;Jakarta;MV Blue Horizon;OceanLink Shipping;29/10/24;07/11/24 00.00;29/10/24 16.00;10/11/24 06.00;27/10/24;28/10/24;5769.60;Delivered;Low;Andi Pratama;19/10/24;13/11/24
SHP0281;BKG000281;BL000281;PT Ocean Retail Group;CIF;FCL;Consumer Electronics;58.77;40HC;5;Port Klang;Jakarta;MV Emerald Passage;Pacific Horizon Shipping;15/09/25;19/09/25 00.00;15/09/25 07.00;;13/09/25;14/09/25;5614.80;In Transit;Low;Cindy Wijaya;05/09/25;17/09/25
SHP0282;BKG000282;BL000282;PT Orion Consumer Products;EXW;LCL;Chemicals;0,461805556;40GP;6;Busan;Jakarta;MV Pacific Trader;BlueWave Lines;05/03/24;18/03/24 00.00;;;03/03/24;04/03/24;5769.00.00;At Origin;Low;Sarah Amelia;24/02/24;11/03/24
SHP0283;BKG000283;BL000283;PT Vertex Manufacturing;EXW;LCL;Food Products;84.12.00;40HC;6;Singapore;Jakarta;MV Blue Horizon;Global Route Shipping;20/05/24;27/05/24 00.00;20/05/24 09.00;27/05/24 06.00;18/05/24;19/05/24;10618.56;Customs Clearance;High;Maya Putri;10/05/24;02/06/24
SHP0284;BKG000284;BL000284;PT Prime Components;EXW;FCL;Industrial Equipment;69.80;40GP;4;Shenzhen;Jakarta;MV Pacific Trader;Pacific Horizon Shipping;04/12/24;15/12/24 00.00;04/12/24 10.00;17/12/24 13.00;02/12/24;03/12/24;7373.00.00;Customs Clearance;Low;Cindy Wijaya;24/11/24;11/12/24
SHP0285;BKG000285;BL000285;PT Zenith Industrial;CIF;LCL;Industrial Equipment;87.29.00;20GP;2;Shenzhen;Jakarta;MV Crystal Mariner;Eastern Cargo Line;11/09/25;20/09/25 00.00;11/09/25 05.00;20/09/25 16.00;09/09/25;10/09/25;9121.92;Delivered;High;Nadia Lestari;01/09/25;15/09/25
SHP0286;BKG000286;BL000286;PT Terra Logistics Partners;FOB;LCL;Consumer Electronics;87.79;20GP;5;Port Klang;Jakarta;MV Blue Horizon;Global Route Shipping;31/12/25;08/01/26 00.00;30/12/25 23.00;;29/12/25;30/12/25;10858.32;In Transit;High;Budi Santoso;21/12/25;07/01/26
SHP0287;BKG000287;BL000287;PT Pacific Consumer Goods;DAP;LCL;Food Products;37.65;40HC;1;Singapore;Jakarta;MV Island Navigator;Pacific Horizon Shipping;04/05/24;12/05/24 00.00;04/05/24 05.00;;02/05/24;03/05/24;5195.00.00;Customs Clearance;Low;Kevin Halim;24/04/24;16/05/24
SHP0288;BKG000288;BL000288;PT Horizon Industries;EXW;FCL;Industrial Equipment;65.89;40HC;3;Port Klang;Surabaya;MV Atlas Voyager;OceanLink Shipping;13/03/25;22/03/25 00.00;13/03/25 15.00;;11/03/25;12/03/25;6248.60;In Transit;Medium;Indah Permata;03/03/25;01/04/25
SHP0289;BKG000289;BL000289;PT Lunar Components;EXW;LCL;Food Products;49.84;20GP;1;Shanghai;Jakarta;MV Blue Horizon;OceanLink Shipping;08/04/24;15/04/24 00.00;08/04/24 20.00;;06/04/24;07/04/24;5812.60;In Transit;Medium;Cindy Wijaya;29/03/24;11/04/24
SHP0290;BKG000290;BL000290;PT Polaris Trading;CIF;FCL;Food Products;88.93;20GP;1;Hong Kong;Jakarta;MV Atlas Voyager;OceanLink Shipping;12/02/24;20/02/24 00.00;12/02/24 14.00;;10/02/24;11/02/24;6518.20.00;Customs Clearance;Low;Budi Santoso;02/02/24;15/02/24
SHP0291;BKG000291;BL000291;PT Pacific Consumer Goods;CIF;FCL;Industrial Equipment;40.01.00;20GP;7;Shanghai;Jakarta;MV Ocean Explorer;OceanLink Shipping;07/09/24;15/09/24 00.00;07/09/24 02.00;;05/09/24;06/09/24;8306.88;In Transit;High;Kevin Halim;28/08/24;24/09/24
SHP0292;BKG000292;BL000292;PT Aurora Trading;EXW;FCL;Chemicals;262.00.00;40GP;19;Busan;Jakarta;MV Ocean Star;BlueWave Lines;14/07/24;21/07/24 00.00;14/07/24 01.00;;12/07/24;13/07/24;30245.00;In Transit;Medium;Dimas Saputra;04/07/24;21/07/24
SHP0293;BKG000293;BL000293;PT Nova Electronics;DAP;LCL;Chemicals;05.34;40GP;7;Singapore;Jakarta;MV Sapphire Route;Pacific Horizon Shipping;11/09/24;21/09/24 00.00;20/09/24 00.00;21/09/24 22.00;09/09/24;10/09/24;4823.60;Customs Clearance;Low;Andi Pratama;01/09/24;28/09/24
SHP0294;BKG000294;BL000294;PT Prime Components;EXW;LCL;Consumer Electronics;84.18.00;40GP;3;Shanghai;Jakarta;MV Blue Horizon;BlueWave Lines;30/07/25;15/08/25 00.00;30/07/25 00.00;14/08/25 16.00;28/07/25;29/07/25;7403.20.00;Delivered;Low;Budi Santoso;20/07/25;01/08/25
SHP0295;BKG000295;BL000295;PT Evergreen Industrial;FOB;FCL;Textiles;85.46.00;40GP;6;Shanghai;Semarang;MV Silver Current;Pacific Horizon Shipping;02/09/24;17/09/24 00.00;02/09/24 05.00;18/09/24 03.00;31/08/24;01/09/24;7610.40.00;Customs Clearance;Medium;Kevin Halim;23/08/24;17/09/24
SHP0296;BKG000296;BL000296;PT Velocity Electronics;CIF;LCL;Consumer Electronics;12.14;40GP;2;BUSAN;Jakarta;MV Coral Voyager;OceanLink Shipping;28/08/24;08/09/24 00.00;28/08/24 13.00;07/09/24 04.00;26/08/24;27/08/24;4197.60;Delivered;Medium;Cindy Wijaya;18/08/24;08/09/24
SHP0297;BKG000297;BL000297;PT Pacific Consumer Goods;CIF;LCL;Textiles;0,859027778;40HC;6;Shanghai;Surabaya;MV Ocean Star;Northstar Freight Lines;28/03/25;10/04/25 00.00;29/03/25 00.00;;26/03/25;27/03/25;5931.80;In Transit;Medium;Fajar Nugroho;18/03/25;14/04/25
SHP0298;BKG000298;BL000298;PT Nova Electronics;DAP;LCL;Consumer Electronics;69.76;40HC;8;Port Klang;Jakarta;MV Blue Horizon;TransMarine Logistics;14/02/24;23/02/24 00.00;;;12/02/24;13/02/24;9167.40.00;At Origin;Low;Cindy Wijaya;04/02/24;27/02/24
SHP0299;BKG000299;BL000299;PT Aurora Trading;CIF;LCL;Industrial Equipment;64.41.00;40GP;6;Singapore;Surabaya;MV Northern Tide;BlueWave Lines;29/11/25;09/12/25 00.00;;;27/11/25;28/11/25;6700.40.00;At Origin;Low;Dimas Saputra;19/11/25;11/12/25
SHP0300;BKG000300;BL000300;PT Nexus Manufacturing;EXW;LCL;Chemicals;31.96;40GP;2;Busan;Semarang;MV Southern Crest;BlueWave Lines;03/02/24;14/02/24 00.00;03/02/24 00.00;;01/02/24;02/02/24;4446.48.00;In Transit;High;Indah Permata;24/01/24;05/02/24
SHP0301;BKG000301;BL000301;PT Zenith Industrial;DAP;LCL;Chemicals;29.64;40HC;3;Busan;Jakarta;MV Northern Tide;Pacific Horizon Shipping;25/03/25;05/04/25 00.00;29/03/25 00.00;;23/03/25;24/03/25;4219.60;In Transit;Medium;Nadia Lestari;15/03/25;31/03/25
SHP0302;BKG000302;BL000302;PT Orion Consumer Products;FOB;FCL;Industrial Equipment;40.68;40GP;5;Singapore;Jakarta;MV Meridian Star;BlueWave Lines;18/01/25;25/01/25 00.00;18/01/25 00.00;27/01/25 06.00;16/01/25;17/01/25;4931.20.00;Customs Clearance;Low;Budi Santoso;08/01/25;29/01/25
SHP0303;BKG000303;BL000303;PT Ocean Retail Group;CIF;LCL;Consumer Electronics;0,834722222;20GP;4;Shenzhen;Jakarta;MV Crystal Mariner;OceanLink Shipping;16/08/25;29/08/25 00.00;17/08/25 00.00;31/08/25 21.00;14/08/25;15/08/25;4320.80;Delivered;Low;Maya Putri;06/08/25;05/09/25
SHP0304;BKG000304;BL000304;PT Sapphire Consumer;DAP;FCL;Chemicals;12.21;40GP;4;Busan;Jakarta;MV Blue Horizon;Northstar Freight Lines;02/03/25;13/03/25 00.00;02/03/25 07.00;15/03/25 12.00;28/02/25;01/03/25;5391.40.00;Delivered;Medium;Budi Santoso;20/02/25;18/03/25
SHP0305;BKG000305;BL000305;PT Skyline Distribution;EXW;FCL;Textiles;56.99;40HC;8;Hong Kong;Jakarta;MV Ocean Star;Global Route Shipping;24/01/25;29/01/25 00.00;;;22/01/25;23/01/25;8182.60;At Origin;Low;Budi Santoso;14/01/25;08/02/25
SHP0306;BKG000306;BL000306;PT Golden Arch Supply;DAP;FCL;Food Products;38.11.00;40GP;5;BUSAN;Surabaya;MV Emerald Passage;OceanLink Shipping;07/07/24;21/07/24 00.00;;;05/07/24;06/07/24;5728.40.00;At Origin;Medium;Andi Pratama;27/06/24;17/07/24
SHP0307;BKG000307;BL000307;PT Horizon Industries;DAP;LCL;Consumer Electronics;56.40.00;40HC;6;Singapore;Surabaya;MV Sapphire Route;Maritime Connect Lines;09/12/24;15/12/24 00.00;09/12/24 15.00;16/12/24 08.00;07/12/24;08/12/24;7979.00.00;Customs Clearance;Low;Andi Pratama;29/11/24;15/12/24
SHP0308;BKG000308;BL000308;PT Alpha Manufacturing;CIF;LCL;Industrial Equipment;37.72;20GP;3;Busan;Jakarta;MV Crystal Mariner;Northstar Freight Lines;14/06/24;23/06/24 00.00;23/06/24 00.00;25/06/24 17.00;12/06/24;13/06/24;4818.80;Delivered;Low;Cindy Wijaya;04/06/24;22/06/24
SHP0309;BKG000309;BL000309;PT Vertex Manufacturing;EXW;FCL;Textiles;17.22;40HC;3;Singpore;Jakarta;MV Ocean Explorer;OceanLink Shipping;12/07/25;29/07/25 00.00;13/07/25 00.00;;10/07/25;11/07/25;3513.80;In Transit;LOW;Andi Pratama;02/07/25;30/07/25
SHP0310;BKG000310;BL000310;PT Meridian Plastics;DAP;LCL;Chemicals;50.06.00;40HC;4;Busan;Jakarta;MV Blue Horizon;TransMarine Logistics;07/10/24;18/10/24 00.00;09/10/24 00.00;20/10/24 03.00;05/10/24;06/10/24;5727.40.00;Customs Clearance;Low;Andi Pratama;27/09/24;25/10/24
SHP0311;BKG000311;BL000311;PT Nexus Manufacturing;FOB;FCL;Industrial Equipment;72.96;20GP;3;Hong Kong;Jakarta;MV Silver Current;Pacific Horizon Shipping;18/09/25;23/09/25 00.00;20/09/25 00.00;22/09/25 13.00;16/09/25;17/09/25;5537.40.00;Delivered;Low;Cindy Wijaya;08/09/25;26/09/25
SHP0312;BKG000312;BL000312;PT Zenith Industrial;CIF;LCL;Industrial Equipment;0,348611111;20GP;1;Hong Kong;Semarang;MV Ocean Star;TransMarine Logistics;27/01/24;02/02/24 00.00;29/01/24 00.00;04/02/24 04.00;25/01/24;26/01/24;2328.80;Customs Clearance;Medium;Yoga Mahendra;17/01/24;30/01/24
SHP0313;BKG000313;BL000313;PT Horizon Industries;FOB;FCL;Industrial Equipment;22.03;20GP;8;Hong Kong;Jakarta;MV Eastern Pearl;Maritime Connect Lines;14/10/24;25/10/24 00.00;;;12/10/24;13/10/24;7637.20.00;At Origin;Low;Andi Pratama;04/10/24;21/10/24
SHP0314;BKG000314;BL000314;PT Zenith Industrial;CIF;FCL;Industrial Equipment;36.86;20GP;2;Shanghai;Jakarta;MV Emerald Passage;BlueWave Lines;06/06/25;16/06/25 00.00;06/06/25 09.00;;04/06/25;05/06/25;5945.40.00;At Origin;Low;Cindy Wijaya;27/05/25;18/06/25
SHP0315;BKG000315;BL000315;PT Nexus Manufacturing;CIF;FCL;Food Products;82.83;40GP;4;Shanghai;Semarang;MV Ocean Explorer;Pacific Horizon Shipping;19/02/25;01/03/25 00.00;22/02/25 00.00;01/03/25 22.00;17/02/25;18/02/25;7762.20.00;Delivered;Low;Sarah Amelia;09/02/25;03/03/25
SHP0316;BKG000316;BL000316;PT Harbor Distribution;DAP;LCL;Consumer Electronics;78.76;40GP;5;Shanghai;Jakarta;MV Meridian Star;BlueWave Lines;10/08/24;25/08/24 00.00;10/08/24 18.00;;08/08/24;09/08/24;8512.40.00;In Transit;Low;Fajar Nugroho;31/07/24;14/08/24
SHP0317;BKG000317;BL000317;PT Ocean Retail Group;EXW;FCL;Consumer Electronics;0,676388889;20GP;3;Port Klang;Jakarta;MV Sapphire Route;TransMarine Logistics;20/11/25;24/11/25 00.00;20/11/25 22.00;;18/11/25;19/11/25;3326.60;In Transit;Low;Maya Putri;10/11/25;09/12/25
SHP0318;BKG000318;BL000318;PT Zenith Industrial;EXW;FCL;Consumer Electronics;88.27.00;20GP;8;SINGAPORE;Semarang;MV Blue Horizon;BlueWave Lines;23/10/25;27/10/25 00.00;22/10/25 23.00;27/10/25 06.00;21/10/25;22/10/25;9603.80;Customs Clearance;Low;Andi Pratama;13/10/25;29/10/25
SHP0319;BKG000319;BL000319;PT Ocean Retail Group;CIF;LCL;Chemicals;24.22.00;40HC;2;Singapore;Jakarta;MV Ocean Star;Pacific Horizon Shipping;20/10/25;26/10/25 00.00;20/10/25 13.00;27/10/25 21.00;18/10/25;19/10/25;3622.80;Delivered;Low;Indah Permata;10/10/25;23/10/25
SHP0320;BKG000320;BL000320;PT Pacific Consumer Goods;DAP;FCL;Food Products;12.04;20GP;1;singapore;Surabaya;MV Southern Crest;BlueWave Lines;16/08/24;25/08/24 00.00;15/08/24 21.00;24/08/24 14.00;14/08/24;15/08/24;4254.72;Delivered;High;Andi Pratama;06/08/24;28/08/24
SHP0321;BKG000321;BL000321;PT Aurora Trading;CIF;LCL;Food Products;08.40;40HC;8;Busan;Jakarta;MV Ocean Star;Northstar Freight Lines;05/02/25;17/02/25 00.00;05/02/25 01.00;;03/02/25;04/02/25;4950.00.00;At Origin;Low;Cindy Wijaya;26/01/25;
SHP0322;BKG000322;BL000322;PT Terra Logistics Partners;EXW;FCL;Textiles;46.76;20GP;2;Busan;Surabaya;MV Blue Horizon;OceanLink Shipping;08/08/24;22/08/24 00.00;09/08/24 00.00;22/08/24 16.00;06/08/24;07/08/24;5059.40.00;Delivered;Low;Dimas Saputra;29/07/24;24/08/24
SHP0323;BKG000323;BL000323;PT Vertex Manufacturing;EXW;FCL;Chemicals;58.55.00;40HC;1;Busan;Surabaya;MV Silver Current;Pacific Horizon Shipping;03/11/24;14/11/24 00.00;03/11/24 01.00;;01/11/24;02/11/24;4328.00.00;In Transit;Medium;Maya Putri;24/10/24;08/11/24
SHP0324;BKG000324;BL000324;PT Zenith Industrial;CIF;FCL;Consumer Electronics;66.34.00;20GP;5;Singapore;Semarang;MV Ocean Star;BlueWave Lines;12/07/25;19/07/25 00.00;;;10/07/25;11/07/25;7226.60;At Origin;Medium;Budi Santoso;02/07/25;16/07/25
SHP0325;BKG000325;BL000325;PT Pacific Consumer Goods;CIF;LCL;Chemicals;30.32.00;40HC;7;Shenzhen;Jakarta;MV Ocean Explorer;OceanLink Shipping;21/03/25;02/04/25 00.00;20/03/25 21.00;05/04/25 17.00;19/03/25;20/03/25;6386.80;Delivered;Low;Maya Putri;11/03/25;28/03/25
SHP0326;BKG000326;BL000326;PT Ocean Retail Group;CIF;LCL;Chemicals;84.59.00;20GP;2;Hong Kong ;Jakarta;MV Atlas Voyager;Northstar Freight Lines;09/09/25;16/09/25 00.00;10/09/25 00.00;16/09/25 03.00;07/09/25;08/09/25;7424.60;Customs Clearance;Low;Budi Santoso;30/08/25;12/09/25
SHP0327;BKG000327;BL000327;PT Nexus Manufacturing;EXW;LCL;Chemicals;72.26.00;20GP;1;Singapore;Jakarta;MV Emerald Passage;BlueWave Lines;20/01/24;27/01/24 00.00;20/01/24 10.00;27/01/24 06.00;18/01/24;19/01/24;6017.40.00;Delivered;low;Fajar Nugroho;10/01/24;06/02/24
SHP0328;BKG000328;BL000328;PT Frontier Packaging;CIF;LCL;Consumer Electronics;51.57.00;20GP;7;Port Klang;Jakarta;MV Ocean Star;Pacific Horizon Shipping;23/08/25;27/08/25 00.00;27/08/25 00.00;30/08/25 22.00;21/08/25;22/08/25;7766.16.00;Delivered;High;Budi Santoso;13/08/25;01/09/25
SHP0329;BKG000329;BL000329;PT Terra Logistics Partners;DAP;LCL;Textiles;26.18.00;40HC;2;Singapore;Jakarta;MV Ocean Star;OceanLink Shipping;12/04/25;22/04/25 00.00;12/04/25 19.00;23/04/25 03.00;10/04/25;11/04/25;3332.20.00;Customs Clearance;Low;Cindy Wijaya;02/04/25;22/04/25
SHP0330;BKG000330;BL000330;PT Prime Components;CIF;LCL;Food Products;24.63;40HC;4;Shanghai;Jakarta;MV Emerald Passage;BlueWave Lines;04/09/25;20/09/25 00.00;04/09/25 04.00;22/09/25 17.00;02/09/25;03/09/25;4040.20.00;Delivered;Low;Budi Santoso;25/08/25;10/09/25
SHP0331;BKG000331;BL000331;PT Velocity Electronics;FOB;LCL;Consumer Electronics;157.00.00;40HC;20;Singapore;Jakarta;MV Pacific Trader;Northstar Freight Lines;27/06/24;03/07/24 00.00;27/06/24 13.00;02/07/24 11.00;25/06/24;26/06/24;37117.00;Customs Clearance;Low;Andi Pratama;17/06/24;16/07/24
SHP0332;BKG000332;BL000332;PT Infinity Manufacturing;DAP;LCL;Consumer Electronics;75.84;20GP;2;Busan;Jakarta;MV Southern Crest;OceanLink Shipping;08/06/25;16/06/25 00.00;09/06/25 00.00;15/06/25 17.00;06/06/25;07/06/25;6296.60;Customs Clearance;Low;Cindy Wijaya;29/05/25;19/06/25
SHP0333;BKG000333;BL000333;PT Pacific Consumer Goods;CIF;FCL;Consumer Electronics;0,673611111;40HC;4;Shenzhen;Surabaya;MV Silver Current;BlueWave Lines;12/07/25;21/07/25 00.00;11/07/25 23.00;;10/07/25;11/07/25;4922.00.00;In Transit;Low;Rizky Kurniawan;02/07/25;22/07/25
SHP0334;BKG000334;BL000334;PT Horizon Industries;EXW;LCL;Consumer Electronics;40.77;40HC;7;Singapore;Jakarta;MV Aurora Navigator;Eastern Cargo Line;13/08/24;16/08/24 00.00;23/08/24 00.00;24/08/24 00.00;11/08/24;12/08/24;5615.80;Delivered;Low;Dimas Saputra;03/08/24;27/08/24
